id,website,category,asin,title,price,brand,model_name,memory_storage,ram,color,link
74,Amazon,Phones,B0DN1S1YLV,"Car Phone Holder for Magsafe [78+LBS Strongest Suction & 2400gf Strongest Magnetic] 360° Adjustable Car Phone Mount, Cell Phone Holders for Your Car for All Smartphones & All Car Models (Carbon Fiber)",89.99,ＡＮＤＥＲＹ,,,,Carbon Fiber,https://www.amazon.com/Magsafe-Strongest-Magnetic-Adjustable-Smartphones/dp/B0DN1S1YLV/ref=sr_1_78?dib=eyJ2IjoiMSJ9.UB2Yc-kGwbBFk4wVBZKCLHaTWtLZ8L5CG9HbFZHZx1xI81zliyByHntFGSchnz1EyD-p2OdmR7cCpeclyM1KKfp9pJaZ_6aOq02sQCePUUVBzIQxXxRf_n_NomfmfoI1B0WOCZtPv2dAjYSXyQgNe34ULkUFpHnq8H8U-LU3loDxCcF66cNPxRRcixmsbcwj2w1oj4kN3BzEplkzpYwdrd8Xi6WkYRi6mgdPVVOGGAg.hlrquDz2hbJ7SUUqP0ztF1XC6WRbrsWuWot9jk6I3CE&dib_tag=se&keywords=phone&qid=1738691545&sr=8-78
75,Amazon,Phones,B00IXWW4W4,Panasonic DECT 6.0 Expandable Cordless Phone with Answering Machine and Call Block and Caller ID - 2 Cordless Handsets - KX-TGC222S (Silver),49.49,No,,,,,https://www.amazon.com/Panasonic-KX-TGC222S-Answering-System-Handsets/dp/B00IXWW4W4/ref=sr_1_79?dib=eyJ2IjoiMSJ9.UB2Yc-kGwbBFk4wVBZKCLHaTWtLZ8L5CG9HbFZHZx1xI81zliyByHntFGSchnz1EyD-p2OdmR7cCpeclyM1KKfp9pJaZ_6aOq02sQCePUUVBzIQxXxRf_n_NomfmfoI1B0WOCZtPv2dAjYSXyQgNe34ULkUFpHnq8H8U-LU3loDxCcF66cNPxRRcixmsbcwj2w1oj4kN3BzEplkzpYwdrd8Xi6WkYRi6mgdPVVOGGAg.hlrquDz2hbJ7SUUqP0ztF1XC6WRbrsWuWot9jk6I3CE&dib_tag=se&keywords=phone&qid=1738691545&sr=8-79
76,Amazon,Phones,B0D95S72YY,"Nothing Phone (2a) Plus Smartphone, MTK 7350 Pro 50 MP Triple Camera, 6.7"" 120 Hz AMOLED Display, 5000mAh 50W Fast Charge NFC 12 GB+256 GB Black",409.5,Nothing,Nothing Phone（2a) Plus,12 GB,12 GB,Black,https://www.amazon.com/Nothing-Smartphone-Triple-Display-5000mAh/dp/B0D95S72YY/ref=sr_1_80?dib=eyJ2IjoiMSJ9.UB2Yc-kGwbBFk4wVBZKCLHaTWtLZ8L5CG9HbFZHZx1xI81zliyByHntFGSchnz1EyD-p2OdmR7cCpeclyM1KKfp9pJaZ_6aOq02sQCePUUVBzIQxXxRf_n_NomfmfoI1B0WOCZtPv2dAjYSXyQgNe34ULkUFpHnq8H8U-LU3loDxCcF66cNPxRRcixmsbcwj2w1oj4kN3BzEplkzpYwdrd8Xi6WkYRi6mgdPVVOGGAg.hlrquDz2hbJ7SUUqP0ztF1XC6WRbrsWuWot9jk6I3CE&dib_tag=se&keywords=phone&qid=1738691545&sr=8-80
77,Amazon,Phones,B0D5YNLSDK,"DOOGEE S41T Rugged Smartphone Unlocked 2024,Android 14,6300mAh Battery,8GB+64GB,4G Dual Sim Rugged Phone,13MP Camera,IP68 Waterproof Cell Phone,Face Unlock,NFC T-Mobile,Black",119.98,DOOGEE,S41T,64 GB,64 GB,Black,https://www.amazon.com/DOOGEE-S41T-Smartphone-Unlocked-Waterproof/dp/B0D5YNLSDK/ref=sr_1_81?dib=eyJ2IjoiMSJ9.UB2Yc-kGwbBFk4wVBZKCLHaTWtLZ8L5CG9HbFZHZx1xI81zliyByHntFGSchnz1EyD-p2OdmR7cCpeclyM1KKfp9pJaZ_6aOq02sQCePUUVBzIQxXxRf_n_NomfmfoI1B0WOCZtPv2dAjYSXyQgNe34ULkUFpHnq8H8U-LU3loDxCcF66cNPxRRcixmsbcwj2w1oj4kN3BzEplkzpYwdrd8Xi6WkYRi6mgdPVVOGGAg.hlrquDz2hbJ7SUUqP0ztF1XC6WRbrsWuWot9jk6I3CE&dib_tag=se&keywords=phone&qid=1738691545&sr=8-81
78,Amazon,Phones,B0DK99QFDV,"CAT S22 Smart Flip Phone Unlocked (16GB) 2.8"" Touchscreen Rugged Cell Phone Android 11, IP68 Water Resistant, T-Mobile 4G LTE GSM Single Nano Slot,Compatible with T-Mobile(New)",105.99,Unifone,S22 FLIP,15.99 GB,2 GB,Black,https://www.amazon.com/S22-Flip-Touchscreen-Resistant-Compatible/dp/B0DK99QFDV/ref=sr_1_82?dib=eyJ2IjoiMSJ9.UB2Yc-kGwbBFk4wVBZKCLHaTWtLZ8L5CG9HbFZHZx1xI81zliyByHntFGSchnz1EyD-p2OdmR7cCpeclyM1KKfp9pJaZ_6aOq02sQCePUUVBzIQxXxRf_n_NomfmfoI1B0WOCZtPv2dAjYSXyQgNe34ULkUFpHnq8H8U-LU3loDxCcF66cNPxRRcixmsbcwj2w1oj4kN3BzEplkzpYwdrd8Xi6WkYRi6mgdPVVOGGAg.hlrquDz2hbJ7SUUqP0ztF1XC6WRbrsWuWot9jk6I3CE&dib_tag=se&keywords=phone&qid=1738691545&sr=8-82
79,Amazon,Phones,B07JMHLP7B,Panasonic DECT 6.0 Expandable Cordless Phone System with Answering Machine and Call Blocking - 3 Handsets - KX-TGE633M (Metallic Black),91.76,No,,,,,https://www.amazon.com/Panasonic-KX-TGE633M-Expandable-Cordless-Answering/dp/B07JMHLP7B/ref=sr_1_83?dib=eyJ2IjoiMSJ9.UB2Yc-kGwbBFk4wVBZKCLHaTWtLZ8L5CG9HbFZHZx1xI81zliyByHntFGSchnz1EyD-p2OdmR7cCpeclyM1KKfp9pJaZ_6aOq02sQCePUUVBzIQxXxRf_n_NomfmfoI1B0WOCZtPv2dAjYSXyQgNe34ULkUFpHnq8H8U-LU3loDxCcF66cNPxRRcixmsbcwj2w1oj4kN3BzEplkzpYwdrd8Xi6WkYRi6mgdPVVOGGAg.hlrquDz2hbJ7SUUqP0ztF1XC6WRbrsWuWot9jk6I3CE&dib_tag=se&keywords=phone&qid=1738691545&sr=8-83
80,Amazon,Phones,B0DK3L6H6H,"AT&T BL3107-5 5-Handset DECT 6.0 Cordless Home Phone with Bluetooth, Answering System, Smart Call Blocker, Extended Range,2"" Backlit Screen, Lighted Keypad with Big Buttons, Caller ID & Call logs",169.95,AT&T,,,,,https://www.amazon.com/AT-BL3107-5-5-Handset-Bluetooth-Answering/dp/B0DK3L6H6H/ref=sr_1_84?dib=eyJ2IjoiMSJ9.UB2Yc-kGwbBFk4wVBZKCLHaTWtLZ8L5CG9HbFZHZx1xI81zliyByHntFGSchnz1EyD-p2OdmR7cCpeclyM1KKfp9pJaZ_6aOq02sQCePUUVBzIQxXxRf_n_NomfmfoI1B0WOCZtPv2dAjYSXyQgNe34ULkUFpHnq8H8U-LU3loDxCcF66cNPxRRcixmsbcwj2w1oj4kN3BzEplkzpYwdrd8Xi6WkYRi6mgdPVVOGGAg.hlrquDz2hbJ7SUUqP0ztF1XC6WRbrsWuWot9jk6I3CE&dib_tag=se&keywords=phone&qid=1738691545&sr=8-84
81,Amazon,Phones,B0DHCFZP2Z,"A16 pro max Unlocked Cell Phones,5G Smartphone,Android 13 Cell Phones,Snapdragon 8Gen2 6.8"" HD Screen 48MP+108MP 6800mAh,Support Dual SIM|Fingerprint Lock|GPS|Face ID (Pink)",139.99,Deepbito,A16 Promax,512 GB,12 GB,Pink,https://www.amazon.com/Deepbito-A16-Smartphone-Snapdragon-Fingerprint/dp/B0DHCFZP2Z/ref=sr_1_83?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-83
82,Amazon,Phones,B0CY3NBVN1,"Samsung Galaxy S10e 128GB 5.8"""" 4G Prism Black Unlocked G970U (Renewed)",147.99,Samsung,Galaxy S10e,128 GB,,Prism Black,https://www.amazon.com/Generic-Samsung-Galaxy-Unlocked-Renewed/dp/B0CY3NBVN1/ref=sr_1_84?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-84
83,Amazon,Phones,B0CNPHHTM3,"HelloBaby DECT 6.0 Cordless Phone with 2 Handsets, Advanced Call Block, Expandable Cordless Phone with Trilingual Caller ID/Call Waiting, Full-Duplex Handset Speakerphone, Reliable 1000ft Range",29.99,HelloBaby,,,,,https://www.amazon.com/HelloBaby-Expandable-Trilingual-Full-Duplex-Speakerphone/dp/B0CNPHHTM3/ref=sr_1_85?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-85
84,Amazon,Phones,B0CLLV68VK,Xiaomi Redmi Note 13 Pro 5G + 4G Lte (for Tmobile Mint Tello & Global) (256Gb + 8Gb) 6.67 200Mp Triple Global Bands Unlocked (Midnight Black),289.5,Xiaomi,Note 13 pro 5g,256 GB,8 GB,Midnight Black Global ROM,https://www.amazon.com/Xiaomi-Tmobile-Unlocked-Charger-Midnight/dp/B0CLLV68VK/ref=sr_1_86?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-86
85,Amazon,Phones,B0C9LQC96X,"Nothing Phone (2) - 512 GB + 12 GB Ram, Glyph Interface, OS 2.0, 50 MP Dual Camera, OIS, 6.7” LTPO OLED Display, 4700mAh Battery, Water Resistant IP54, LTE, GSM only, Android Phone, White",629.99,Nothing,Nothing Phone (2),512 GB,12 GB,White,https://www.amazon.com/Nothing-Phone-Interface-Display-Resistant/dp/B0C9LQC96X/ref=sr_1_87?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-87
86,Amazon,Phones,B0C61WPKK1,"Nothing Phone (2) 5G - 6.7” LTPO AMOLED Display, 256GB + 12GB RAM, Glyph Interface, OS 2.0, Unlocked Android Smartphone - International/Global Version (White)",579.99,Nothing,,256 GB,12 GB,,https://www.amazon.com/Nothing-Phone-Interface-Smartphone-International/dp/B0C61WPKK1/ref=sr_1_88?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-88
87,Amazon,Phones,B0D3F61948,"UMIDIGI G9 5G Cell Phone, Android 14 Unlocked Phones, 12(6+6) GB +128GB/1TB TF Expand, 5G Dual SIM, 50MP Camera, 6.75"" HD+ 90Hz Display, AI Face & Fingerprint Unlock, 5000mAh Android Phone Green",139.99,UMIDIGI,G9 5G,128 GB,6 GB,Green,https://www.amazon.com/UMIDIGI-G9-5G-Unlocked-Fingerprint/dp/B0D3F61948/ref=sr_1_89?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-89
88,Amazon,Phones,B0D3JGGXBH,Motorola razr | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Beach Sand,599.99,Motorola,Motorola razr 2024,256 GB,8 GB,Beach Sand,https://www.amazon.com/Motorola-Unlocked-256GB-Camera-Beach/dp/B0D3JGGXBH/ref=sr_1_90?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-90
89,Amazon,Phones,B0DLBCPR1L,"S23 Ultra Unlocked Cell Phone 4G Dual SIM Android Phone 8GB+256GB Unlocked Android Phone,7"" HD+ Display,50MP+24MP Camera,6800mAh, 2025 Android Smart Phone (Titanium Black)",149.99,Livinyteb,Galaxy S23 Ultra,256 GB,8 GB,Titanium Black,https://www.amazon.com/Livinyteb-Unlocked-Android-Display-Titanium/dp/B0DLBCPR1L/ref=sr_1_93?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-93
90,Amazon,Phones,B0DFBMGBGR,"Echoamo S24 Ultra Cell Phones 5G Unlocked Phones,Smartphone with Tool Pen, Android 14.0 Cell Phone 6GB+256GB Dual SIM Dual Standby (Purple)",179.99,Echoamo,S24U,256 GB,6 GB,Purple,https://www.amazon.com/Echoamo-Unlocked-Smartphone-Android-Standby/dp/B0DFBMGBGR/ref=sr_1_94?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-94
91,Amazon,Phones,B0DQYNJ24B,"15 ProMax Smartphone, 6+256GB Unlocked Phone, Android 13.0, 48+108MP Zoom Camera, Mobile Phone with Build-in Pen,Long Battery Life 6800mAh, Dual SIM, 6.7“ HD Screen,5G/4G Phone (Black)",158.88,Nawfait,15 ProMax,256 GB,,Black,https://www.amazon.com/Nawfait-15-ProMax-Smartphone-Unlocked/dp/B0DQYNJ24B/ref=sr_1_95?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-95
92,Amazon,Phones,B0DPJFTRBH,"I24 Ultra 5G Unlocked Phones, Built in Pen, Smartphone Battery 6800mAh 6.8"" HD Screen Unlocked Cell Phone, 6+256GB Android13 with 128G Memory Card, Face ID/Fingerprint Lock/GPS (Purple)",188.88,BAOWU,I24 Ultra,256 GB,6 GB,Purple,https://www.amazon.com/BAOWU-I24-Ultra-Smartphone-Fingerprint/dp/B0DPJFTRBH/ref=sr_1_96?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-96
93,Amazon,Phones,B0DK7PVGF7,"TCL 505S (256GB, 14GB RAM*) 6.75"" 90HZ LCD, 50MP Dual Camera, Helio G36, All Day Battery (International Model Factory Unlocked US + Global 4G LTE) T509A (W/256GB SD Card, Space Gray)",109.99,No,,,,Space Gray,https://www.amazon.com/TCL-Battery-International-Factory-Unlocked/dp/B0DK7PVGF7/ref=sr_1_97?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-97
94,Amazon,Phones,B0DL2BC6K5,"I14 Pro Max Unlocked Cell Phone,Long Battery Life 6.82"" HD Screen Unlocked Phones,Android13 6+256GB Smartphone with 128G Memory Card,Dual SIM/Fingerprint Lock/Face ID/GPS (Gold)",158.99,A SLICE RED,A14 PRO,256 GB,256 GB,Gold,https://www.amazon.com/SLICE-RED-Android13-Smartphone-Fingerprint/dp/B0DL2BC6K5/ref=sr_1_98?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-98
95,Amazon,Phones,B0CKXL587M,"CAT S22 Rugged Flip Phone (16GB) 2.8"" Touchscreen Smart Cell Phone Android 11, IP68 Water Resistant, T-Mobile 4G LTE Rugged Phone Single Nano Slot,Compatible with T-Mobile(New)",69.99,CAT,Q2805,16 GB,2 GB,Black,https://www.amazon.com/Touchscreen-Android-Resistant-T-Mobile-Compatible/dp/B0CKXL587M/ref=sr_1_99?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-99
96,Amazon,Phones,B0DG6SH9PM,Nokia 225 4G (2024) | Dual SIM | GSM | Unlocked | International Version | Dark Blue,69.99,HMD Global Oy,225 4G,64 MB,64 MB,Dark Blue,https://www.amazon.com/Nokia-Dual-Unlocked-International-Version/dp/B0DG6SH9PM/ref=sr_1_100?dib=eyJ2IjoiMSJ9.dAwdPLq09RqA65huaDOTh-PL3JKfpPSYphfRCMyQLVsSFSRjYmyx1LoJHvNBhM1IVIfLSsk9j0gfKXfGvkK9RZBSteRPifkaJHM9IFrB0dQR2_wbXGl3ZNLgNkd37kfm3Pj3P-d7yk2y4E0P2xFCCZVnMchvIeXvn08oyReORxhHN2kDMac70aArb0tNu7joW7JanjCrRihnZiqjYU0u2T-LfZs-k8xyCqPSv1cBmZk.Vr8IXKhnyLkUcfpCRgRfYA985KD829KkOsKTAVo4DIs&dib_tag=se&keywords=phone&qid=1738691551&sr=8-100
97,Amazon,Phones,B08H8VZ6PV,Google Pixel 4a with 5G - Android Phone - New Unlocked Smartphone with Night Sight and Ultrawide Lens - Just Black,199.0,Google,Pixel 4a 5G,128 GB,,Just Black,https://www.amazon.com/Google-Pixel-4a-Smartphone-Ultrawide/dp/B08H8VZ6PV/ref=sr_1_99?dib=eyJ2IjoiMSJ9.rzLpMucaI38IZAqrUl3-ARfET1enHp6BezkP3yjG11Me721NxNjv1uKEz3EN0PHeMrihBKkLa4iIKv4mnT1MqEDZeyFRnfNo0PLeR-l_8pCvIf-p6C5LuLQnjuM9IVzbmKeGnTU39qq62rscd6wf0X0YZAuhjWVvUC4Yt366WhMrr6tl-t3AI1PquKRj5he-FG5eN5s199bfIP1vavDNIlHpdhHRPSb1MkTM2RWGdoA.zT9DGhrR-VU5eaYuVuQ7KLgYGUanI5Txqz29wv9KTro&dib_tag=se&keywords=phone&qid=1738691556&sr=8-99
98,Amazon,Phones,B08FRS3R32,"SAMSUNG Galaxy S20+ Plus 5G Factory Unlocked Android Cell Phone SM-G986U US Version | 128GB | Fingerprint ID & Facial Recognition | Long-Lasting Battery (Cosmic Black, 128GB)",244.72,Samsung,Samsung Galaxy S20+ Plus 5G,128 GB,8 GB,Cosmic Black,https://www.amazon.com/Samsung-SM-G986U-Fingerprint-Recognition-Long-Lasting/dp/B08FRS3R32/ref=sr_1_100?dib=eyJ2IjoiMSJ9.rzLpMucaI38IZAqrUl3-ARfET1enHp6BezkP3yjG11Me721NxNjv1uKEz3EN0PHeMrihBKkLa4iIKv4mnT1MqEDZeyFRnfNo0PLeR-l_8pCvIf-p6C5LuLQnjuM9IVzbmKeGnTU39qq62rscd6wf0X0YZAuhjWVvUC4Yt366WhMrr6tl-t3AI1PquKRj5he-FG5eN5s199bfIP1vavDNIlHpdhHRPSb1MkTM2RWGdoA.zT9DGhrR-VU5eaYuVuQ7KLgYGUanI5Txqz29wv9KTro&dib_tag=se&keywords=phone&qid=1738691556&sr=8-100
99,Amazon,Phones,B0CQ5C2274,"Samsung Galaxy A15 (SM-A155F/DSN), 128GB 4GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Blue Black)",154.99,No,Galaxy A15,128 GB,4 GB,Blue black,https://www.amazon.com/Samsung-SM-A155F-Factory-Unlocked-International/dp/B0CQ5C2274/ref=sr_1_101?dib=eyJ2IjoiMSJ9.rzLpMucaI38IZAqrUl3-ARfET1enHp6BezkP3yjG11Me721NxNjv1uKEz3EN0PHeMrihBKkLa4iIKv4mnT1MqEDZeyFRnfNo0PLeR-l_8pCvIf-p6C5LuLQnjuM9IVzbmKeGnTU39qq62rscd6wf0X0YZAuhjWVvUC4Yt366WhMrr6tl-t3AI1PquKRj5he-FG5eN5s199bfIP1vavDNIlHpdhHRPSb1MkTM2RWGdoA.zT9DGhrR-VU5eaYuVuQ7KLgYGUanI5Txqz29wv9KTro&dib_tag=se&keywords=phone&qid=1738691556&sr=8-101
100,Amazon,Phones,B0DFFWDHY8,"Echoamo S23U Cell Phone 5G Unlocked Phone,Smartphone with Tool Pen, Android 13.0 Cell Phone 6GB+256GB Support Dual SIM Dual Standby/Face ID/Fingerprint Lock/GPS (Green)",133.99,Echoamo,S23U,256 GB,6 GB,Green,https://www.amazon.com/Echoamo-S23U-Unlocked-Smartphone-Fingerprint/dp/B0DFFWDHY8/ref=sr_1_102?dib=eyJ2IjoiMSJ9.rzLpMucaI38IZAqrUl3-ARfET1enHp6BezkP3yjG11Me721NxNjv1uKEz3EN0PHeMrihBKkLa4iIKv4mnT1MqEDZeyFRnfNo0PLeR-l_8pCvIf-p6C5LuLQnjuM9IVzbmKeGnTU39qq62rscd6wf0X0YZAuhjWVvUC4Yt366WhMrr6tl-t3AI1PquKRj5he-FG5eN5s199bfIP1vavDNIlHpdhHRPSb1MkTM2RWGdoA.zT9DGhrR-VU5eaYuVuQ7KLgYGUanI5Txqz29wv9KTro&dib_tag=se&keywords=phone&qid=1738691556&sr=8-102
